Fiscal Year,Employer,Initial Approvals,Initial Denials,Continuing Approvals,Continuing Denials,NAICS,Tax ID,State,City,ZIP
2019,DSF CORPORATE SVCS LLC,0,0,1,0,52,2632,IL,RIVERWOODS,60015
2019,INTELLILINK TECHNOLOGIES INC,0,1,0,0,54,1702,NJ,PRINCETON,08540
2019,PIONEER CONSULTING SERVICES LLC,0,0,1,0,54,1205,NJ,PRINCETON,08540
2019,ACCENZ INC,0,0,1,0,54,6131,MI,TROY,48084
2019,UNIV OF IL AT URBANA CHAMPAIGN,77,0,65,3,61,0511,IL,CHAMPAIGN,61820
2019,UNIV OF ILLINOIS AT CHICAGO,74,1,61,1,61,0511,IL,CHICAGO,60607
2019,UNIVERSITY OF ILLINOIS AT CHICAGO,6,0,2,0,61,0511,IL,SPRINGFIELD,62703
2019,MACOUPIN COUNTY PUBLIC HLTH DEPT,2,0,0,0,92,1351,IL,CARLINVILLE,62626
2019,STATE OF IL GOVERNOR S OFC OF MGMT,0,1,1,0,92,2057,IL,SPRINGFIELD,62706
2019,SOUTHERN ILLINOIS UNIV CARBONDALE,2,1,7,0,61,5961,IL,CARBONDALE,62901
2019,SOUTHERN IL UNIV SCHOOL OF MEDICIN,1,0,0,0,61,5961,IL,SPRINGFIELD,62719
2019,SOUTHERN IL UNIV SCHOOL OF MEDICIN,11,0,11,1,61,5961,IL,SPRINGFIELD,62794
2019,UNIV OF IL FOUNDATION,0,0,0,1,56,6007,IL,URBANA,61801
2019,UNIV OF IL FOUNDATION,2,0,3,0,61,6007,IL,URBANA,61801
2019,EASTERN ILLINOIS UNIVERSITY,8,2,0,0,61,3590,IL,CHARLESTON,61920
2019,IL STATE UNIVERSITY,9,0,4,2,61,4070,IL,NORMAL,61790
2019,MCDONOUGH DISTRICT HOSPITAL,0,0,2,0,62,6777,IL,MACOMB,61455
2019,PANA COMMUNITY HOSPITAL,2,0,0,0,62,2326,IL,PANA,62557
2019,TATE & LYLE INGREDIENTS AMERICAS L,1,0,0,0,31,8475,IL,DECATUR,62521
2019,GREENACRE INVESTMENTS LLC,1,0,0,0,53,0117,NY,NEW YORK,10023
2019,P J WALLBANK SPRINGS INC,1,0,1,0,33,3607,MI,PORT HURON,48060
2019,ARMSTRONG INTERNATIONAL INC,1,0,0,0,33,8010,MI,THREE RIVERS,49093
2019,UNISYS CORPORATION,4,0,12,1,54,7840,PA,BLUE BELL,19422
2019,CAMPBELL EWALD COMPANY,0,0,1,0,54,6310,MI,DETROIT,48226
2019,THE CHRISTMAN COMPANY,1,0,0,0,23,9740,MI,LANSING,48933
2019,CLARK EQUIPMENT COMPANY,1,1,2,0,33,5350,ND,WEST FARGO,58078
2019,TATA CONSULTANCY SERVICES LIMITED,0,0,1,0,54,9806,MD,ROCKVILLE,20850
2019,CONSUMERS ENERGY COMPANY,1,1,9,0,22,2310,MI,JACKSON,49201
2019,HDR MICHIGAN INC,0,0,1,0,54,6696,NE,OMAHA,68106
2019,HDR MICHIGAN INC,0,0,1,0,54,6696,NE,OMAHA,68114
2019,DTE GAS COMPANY,0,0,1,0,22,8040,MI,DETROIT,48226
2019,DTE ELECTRIC COMPANY,1,0,0,0,22,8650,MI,DETROIT,48226
2019,ENGINEERED GLASS A DIV OF MAGNA MI,3,0,0,0,33,3110,MI,HOLLAND,49424
2019,DOW SILICONES CORP DOW CORNING COR,2,0,0,0,32,5575,MI,MIDLAND,48686
2019,ERVIN INDUSTRIES INC,0,0,1,0,32,2445,MI,ANN ARBOR,48108
2019,FORD MOTOR COMPANY,36,1,252,5,33,9190,MI,DEARBORN,48126
2019,GERBER PRODUCTS COMPANY,1,1,0,0,31,8270,NJ,FLORHAM PARK,07932
2019,GERBER PRODUCTS COMPANY,0,0,2,0,31,8270,VA,ARLINGTON,22209
2019,ALLY INVEST,1,0,0,0,52,2512,MI,DETROIT,48226
2019,GRAND RAPIDS/KENT COUNTY CONVENTIO,0,1,0,0,56,2805,MI,GRAND RAPIDS,49503
2019,METROPOLITAN HOSPITAL D/B/A METRO,0,0,1,0,62,3405,MI,WYOMING,49519
2019,GUARDIAN INDUSTRIES LLC,0,0,1,0,32,4230,MI,AUBURN HILLS,48326
2019,SAF HOLLAND INC,2,0,0,0,33,5810,MI,MUSKEGON,49442
2019,LECO CORP,1,0,0,0,33,8518,MI,SAINT JOSEPH,49085
2019,LA Z BOY INCORPORATED,1,0,4,0,33,1137,MI,MONROE,48162
2019,STEELCASE INC,4,0,6,0,33,9050,MI,GRAND RAPIDS,49508
2019,MICHIGAN MILK PRODUCERS ASSOC,0,0,1,0,11,8940,MI,NOVI,48376
2019,AMERISURE MATUAL INSURANCE COMPANY,0,0,1,0,52,9210,MI,FARMINGTON HILLS,48331
2019,HASTING MUTUAL INSURANCE COMPANY,2,0,0,0,52,9290,MI,HASTINGS,49058
2019,MIDMICHIGAN MEDICAL CENTER MIDLAND,0,0,1,0,62,3014,MI,MIDLAND,48670
2019,MOTORS INSURANCE CORPORATION,0,0,2,0,52,5585,MI,DETROIT,48226
2019,L PERRIGO COMPANY D/B/A PERRIGO CO,0,0,3,0,32,0980,MI,ALLEGAN,49010
2019,ASCENSION ST MARY S HOSPITAL,0,0,3,0,62,7730,MI,SAGINAW,48601
2019,SPX CORPORATION,0,0,1,0,33,6240,NC,CHARLOTTE,28277
2019,SHAKESPEARE COMPANY LLC,1,0,1,0,33,2940,SC,COLUMBIA,29223
2019,TECUMSEH PRODUCTS COMPANY LLC,1,0,0,0,33,3240,MI,ANN ARBOR,48108
2019,WALBRIDGE ALDINGER LLC DBA,0,0,1,0,23,1440,MI,DETROIT,48226
2019,JERVIS B WEBB CO,4,0,0,0,33,3970,MI,NOVI,48377
2019,WOLVERINE WORLD WIDE INC,3,0,1,0,31,5150,MI,ROCKFORD,49351
2019,MICHIGAN BLUEBERRY GROWERS ASSOCIA,0,0,1,0,11,0128,MI,GRAND JUNCTION,49056
2019,CARELINK OF JACKSON A COMMUNITY OW,0,0,1,0,62,8485,MI,JACKSON,49202
2019,STRYKER CORPORATION,10,1,44,0,33,9739,MI,PORTAGE,49002
2019,MAXITROL COMPANY,1,0,0,0,33,7737,MI,SOUTHFIELD,48034
2019,GORDON FOOD SVC INC,1,1,7,2,42,9848,MI,WYOMING,49509
2019,BRASSCRAFT MANUFACTURING COMPANY,0,0,2,0,33,5557,MI,NOVI,48375
2019,WEATHERWAX FAMILY PHARMACIES INC,0,0,1,0,44,3081,MI,JACKSON,49203
2019,DOW CHEMICAL COMPANY,20,0,13,0,54,5128,MI,MIDLAND,48674
2019,BOYNE USA INC,0,0,1,0,72,1850,MI,PETOSKEY,49770
2019,STAR CUTTER CO,1,0,0,0,33,5280,MI,FARMINGTON,48335
2019,HENRY FORD HEALTH SYSTEMS,38,0,103,2,62,7020,MI,DETROIT,48202
2019,PLANTE MORAN PLLC,3,0,7,0,54,7951,IL,CHICAGO,60606
2019,KALAMAZOO COLLEGE,1,0,1,0,61,8014,MI,KALAMAZOO,49006
2019,SPECTRUM HLTH PRIMARY CARE PARTNER,0,0,14,0,62,8164,MI,GRAND RAPIDS,49503
2019,SPECTRUM HEALTH PRIMARY CARE PARTN,6,0,6,0,62,8164,MI,GRAND RAPIDS,49504
2019,MEMORIAL HOSP DBA MEMORIAL MED ASS,1,0,1,0,62,8208,MI,OWOSSO,48867
2019,ASCENSION PROVIDENCE HOSPITAL D/B,1,0,0,0,62,8212,MI,NOVI,48374
2019,ASCENSION PROVIDENCE HOSPITAL,0,0,1,0,62,8212,MI,SOUTHFIELD,48075
2019,ASCENSION PROVIDENCE HOSPITAL,1,0,0,0,62,8212,MI,TROY,48083
2019,ORCHARD LAKE SCHOOLS,0,1,0,0,61,8403,MI,ORCHARD LAKE,48324
2019,ST JOHN HOSPITAL AND MEDICAL CENTE,9,0,11,0,62,9063,MI,GROSSE POINTE,48236
2019,ST JOHN HOSPITAL AND MEDICAL CENTE,2,0,6,0,62,9063,MI,GROSSE POINTE WOODS,48236
2019,ALBION COLLEGE,1,0,0,0,61,9081,MI,ALBION,49224
2019,ALMA COLLEGE,1,0,1,0,61,9083,MI,ALMA,48801
2019,BRONSON METHODIST HOSPITAL,0,0,3,0,62,9087,MI,KALAMAZOO,49007
2019,ASCENSION BORGESS HOSP,0,0,2,0,62,0526,MI,KALAMAZOO,49048
2019,SPECTRUM HEALTH HOSPITALS,0,0,2,0,62,0529,MI,GRAND RAPIDS,49504
2019,SAMARITAS,0,0,2,0,62,0553,MI,DETROIT,48214
2019,EDWARD W SPARROW HOSPITAL ASSOCIAT,2,0,4,0,62,0584,MI,LANSING,48912
2019,UNIV OF DETROIT MERCY,5,0,5,0,61,0586,MI,DETROIT,48221
2019,DICKINSON WRIGHT PLLC,1,0,0,0,54,4333,MI,DETROIT,48226
2019,DICKINSON WRIGHT PLLC,0,0,1,0,92,4333,MI,TROY,48084
2019,LEADER DOGS FOR THE BLIND,0,0,1,0,62,6931,MI,ROCHESTER,48307
2019,PINE REST CHRISTIAN MENTAL HEALTH,1,0,2,0,62,8360,MI,GRAND RAPIDS,49501
2019,PINE REST CHRISTIAN MENTAL HEALTH,0,0,1,0,62,8360,MI,GRAND RAPIDS,49548
2019,LAWRENCE TECHNOLOGICAL UNIVERSITY,4,0,2,0,61,9604,MI,SOUTHFIELD,48075
2019,GR CONSUMERS CREDIT UNION,1,0,0,0,52,0948,MI,WYOMING,49548
2019,HOPE COLLEGE,2,0,0,0,61,1271,MI,HOLLAND,49423
2019,GALLAGHER KAISER CORPORATION,1,0,0,0,54,6724,MI,TROY,48083
2019,CALVIN COLLEGE,2,0,1,0,61,8824,MI,GRAND RAPIDS,49546
2019,OAKWOOD HEALTHCARE INC D/B/A BEAUM,1,0,5,0,62,5141,MI,TAYLOR,48180
2019,OAKWOOD HEALTHCARE INC D/B/A BEAUM,0,0,1,0,62,5141,MI,WAYNE,48184
2019,MOTOR CITY ELECTRIC,1,0,0,0,99,5142,MI,DETROIT,48213
2019,HONIGMAN LLP,1,0,0,0,54,7377,MI,DETROIT,48226
2019,DECKERVILLE COMMUNITY HOSPITAL INC,1,0,0,0,62,5390,MI,DECKERVILLE,48427
2019,MCLAREN CENTRAL MICHIGAN,0,0,1,0,62,0304,MI,MOUNT PLEASANT,48858
2019,WARNER NORCROSS + JUDD LLP,1,0,0,0,54,2647,MI,GRAND RAPIDS,49503
2019,MCLAREN OAKLAND,0,0,1,0,52,8164,MI,PONTIAC,48342
2019,NSF INTERNATIONAL,1,0,7,0,54,8955,MI,ANN ARBOR,48105
2019,LINK ENGINEERING COMPANY,1,0,0,0,33,2910,MI,PLYMOUTH,48170
2019,BRAZEWAY LLC,0,0,1,0,33,8692,MI,ADRIAN,49221
2019,CORNERSTONE UNIVERSITY,0,0,1,0,99,3369,MI,GRAND RAPIDS,49525
2019,DYKEMA GOSSETT PLLC,1,0,0,0,54,6628,MI,DETROIT,48243
2019,QUIGLEY INDUSTRIES INC,1,0,0,0,33,9302,MI,FARMINGTON,48335
2019,C A HULL CO INC,0,1,0,0,23,6833,MI,WALLED LAKE,48390
2019,WILLIAM BEAUMONT HOSPITAL,17,0,35,1,62,9362,MI,ROYAL OAK,48073
2019,UNIV OF MICHIGAN CREDIT UNION,0,1,0,0,52,4920,MI,ANN ARBOR,48104
2019,BURKE E PORTER MACHINERY COMPANY,1,0,0,0,33,6676,MI,GRAND RAPIDS,49505
2019,MICHIGAN CONFERENCE OF SEVENTH DAY,1,0,0,0,81,7642,MI,LANSING,48917
2019,WHIRLPOOL CORPORATION,38,1,53,0,33,0038,MI,BENTON HARBOR,49022
2019,WIRTZ MANUFACTURING COMPANY INC,1,0,0,0,33,1059,MI,PORT HURON,48060
2019,KELLY SERVICES INC,68,12,37,1,56,0762,MI,TROY,48084
2019,RLE INTL INC,2,0,3,0,54,2534,MI,DEARBORN,48120
2019,COLLEGE FOR CREATIVE STUDIES,1,0,0,0,61,0064,MI,DETROIT,48202
2019,THE OAKWOOD GROUP,0,0,1,0,33,7680,MI,DEARBORN,48124
2019,PLASTOMER CORPORATION,1,0,0,0,32,5686,MI,LIVONIA,48150
2019,THE SOCIETY FOR CHRISTIAN INSTRUCT,4,0,0,0,61,6660,MI,ZEELAND,49464
2019,FLINT GROUP US LLC,2,0,1,0,32,5977,MI,PLYMOUTH,48170
2019,PONTIAC COIL INC,0,0,2,0,33,5816,MI,CLARKSTON,48348
2019,L L PRODUCTS INC,1,0,2,0,33,7867,MI,ROMEO,48065
2019,L L PRODUCTS INC,0,0,1,0,33,7869,MI,ROMEO,48065
2019,SPICER GROUP,1,0,1,0,54,2017,MI,SAGINAW,48607
2019,FORD MOTOR CREDIT COMPANY,0,0,3,0,33,2444,MI,DEARBORN,48126
2019,BARBARA ANN KARMANOS CANCER INST,1,0,3,0,62,3280,MI,DETROIT,48201
2019,RGIS LLC,1,0,2,0,54,3459,MI,AUBURN HILLS,48326
2019,BUDCO,0,0,2,0,54,2051,MI,HIGHLAND PARK,48203
2019,THE VONS COMPANIES INC WHOLLY OWNE,1,0,0,0,44,3900,CA,PLEASANTON,94588
2019,NORTHWOOD UNIVERSITY,1,0,1,0,54,4684,MI,MIDLAND,48640
2019,EPI PRINTERS INC,2,0,0,0,56,5912,MI,BATTLE CREEK,49037
2019,ANDREWS UNIVERSITY,1,0,2,0,61,7600,MI,BERRIEN SPRINGS,49104
2019,SANDOZ INC,0,0,1,0,99,8363,NJ,BLAWENBURG,08504
2019,SANDOZ INC,0,0,1,0,54,8363,NJ,EAST HANOVER,07936
2019,SANDOZ INC,0,0,1,0,99,8363,NJ,EAST HANOVER,07936
2019,SANDOZ INC,0,1,0,0,54,8363,NJ,PRINCETON,08540
2019,SANDOZ INC DBA SANDOZ INC A NOVART,0,0,2,0,99,8363,NJ,PRINCETON,08540
2019,JACKSON NATIONAL LIFE INSURANCE CO,0,0,3,0,52,9835,MI,LANSING,48951
2019,ASCENSION STANDISH HOSPITAL,1,0,0,0,62,1120,MI,STANDISH,48658
2019,POST SMYTHE LUTZ ZIEL LLP,0,0,1,0,54,5416,MI,PLYMOUTH,48170
2019,BRONSON S HAVEN HOSP,0,0,1,0,62,6780,MI,KALAMAZOO,49007
2019,GILL CORPORATION,0,0,1,0,33,3384,KY,RICHMOND,40475
2019,NORTHERN STAR INDUSTRIES INC,1,0,0,0,22,3485,MI,IRON MOUNTAIN,49801
2019,ZATKOFF SEALS PACKINGS,0,0,1,0,33,3798,MI,FARMINGTON,48335
2019,GRAND VALLEY STATE UNIVERSITY,3,1,3,1,61,4280,MI,ALLENDALE,49401
2019,GABRIEL ROEDER SMITH & CO,0,0,0,1,52,1268,MI,SOUTHFIELD,48076
2019,INDUCTOHEAT INC,0,0,1,0,33,4184,MI,MADISON HEIGHTS,48071
2019,INDUCTOHEAT INC,1,0,0,0,99,4184,MI,MADISON HEIGHTS,48071
2019,TGI DIRECT INC,1,0,0,0,51,7260,MI,FLINT,48507
2019,OAKLAND UNIV,6,0,11,0,61,4400,MI,ROCHESTER,48309
2019,ASH STEVENS LLC,1,0,1,0,32,5886,MI,RIVERVIEW,48193
2019,FRANCOTYP POSTALLA INC,1,0,0,0,53,6563,IL,ADDISON,60101
2019,DETROIT TUBE PRODUCTS LLC,1,0,0,0,33,8321,MI,DETROIT,48209
2019,LITTLE CAESAR ENTERPRISES INC,1,1,2,0,31,0166,MI,DETROIT,48201
2019,ACE CONTROLS INC,0,0,1,0,33,4380,MI,FARMINGTON HILLS,48335
2019,ALTICOR INC,0,0,6,0,33,6584,MI,ADA,49355
2019,X RITE INCORPORATION,1,0,0,0,33,7300,MI,GRAND RAPIDS,49512
2019,MCKENZIE MEMORIAL HOSPITAL D/B/A M,1,0,0,0,62,8615,MI,SANDUSKY,48471
2019,SOIL & MATERIALS ENGINEERS INC,1,0,0,0,54,8670,MI,PLYMOUTH,48170
2019,QUALITY METALCRAFT INC,3,0,0,0,33,3919,MI,LIVONIA,48150
2019,SPIRIT AIRLINES INC,0,0,3,0,48,7023,FL,HOLLYWOOD,33025
2019,SPIRIT AIRLINES INC,2,0,2,0,48,7023,FL,MIRAMAR,33025
2019,ART VAN FURNITURE LLC,0,0,1,0,44,9205,MI,WARREN,48092
2019,M J FOLEY COMPANY,0,0,1,0,42,2381,MI,NEW BALTIMORE,48047
2019,PROGRESSIVE AE INC,1,0,0,0,54,2417,MI,GRAND RAPIDS,49525
2019,CARHARTT INC,0,0,5,0,31,6575,MI,DEARBORN,48126
2019,WALKER PARKING CONSULTANTS/ENGINEE,1,0,1,1,54,2774,FL,TAMPA,33634
2019,WALKER PARKING CONSULTANTS/ENGINEE,1,0,0,0,54,2774,MI,KALAMAZOO,49007
2019,FISHER & COMPANY INC,1,0,4,0,33,3305,MI,SAINT CLAIR SHORES,48082
2019,WASHTENAW COMMUNITY COLLEGE,0,0,1,0,61,4300,MI,ANN ARBOR,48105
2019,FRANK BACON MACHINERY SALES CO,1,0,0,0,33,7069,MI,WARREN,48091
2019,DELTA DENTAL PLAN OF MICHIGAN INC,1,0,7,0,52,1480,MI,OKEMOS,48864
2019,THE PASLIN COMPANY,2,0,0,0,33,4102,MI,WARREN,48091
2019,MASCO CORP,1,0,1,0,33,4485,MI,LIVONIA,48152
2019,MASCO CORPORATION,0,1,1,0,55,4485,MI,LIVONIA,48152
2019,T A FORSBERG INC,1,0,0,0,23,6473,MI,OKEMOS,48864
2019,SAGINAW VALLEY STATE UNIVERSITY,1,0,3,0,61,8800,MI,UNIVERSITY CENTER,48710
2019,ADVANCED ASSEMBLY PRODUCTS INC,1,1,0,0,33,2942,MI,HAZEL PARK,48030
2019,UNIVERSAL FLOW MONITORS INC,1,0,0,0,33,6258,MI,HAZEL PARK,48030
2019,W SOULE & CO,1,0,0,0,23,1731,MI,KALAMAZOO,49001
2019,FISHBECK THOMPSON CARR HUBER INC,0,0,1,0,54,1857,MI,GRAND RAPIDS,49546
2019,CONCORD TOOL AND MANUFACTURING INC,0,1,0,0,54,2293,MI,MOUNT CLEMENS,48043
2019,ASAHI KASEI PLASTICS NORTH AMERICA,1,0,0,0,32,2563,MI,FOWLERVILLE,48836
2019,CEC CONTROLS COMPANY INC,2,0,1,0,33,6671,MI,WARREN,48088
2019,NOVANTA CORPORATION,4,0,2,0,33,9358,MA,BEDFORD,01730
2019,MATERIALS TESTING CONSULTANTS INC,0,0,1,0,54,6284,MI,GRAND RAPIDS,49505
2019,CMU MEDICAL EDUCATION PARTNERS,3,0,0,0,62,0664,MI,SAGINAW,48602
2019,GERDAU MACSTEEL INC,0,0,1,0,33,2178,MI,JACKSON,49201
2019,LAKE SUPERIOR STATE UNIV,2,0,1,0,61,0022,MI,SAULT SAINTE MARIE,49783
2019,NTH CONSULTANTS LTD,0,0,1,0,54,0747,MI,NORTHVILLE,48168
2019,ADVANCED DIAGNOSTICS IMAGING PC,0,0,1,0,62,2404,MI,SAGINAW,48603
2019,CONTI CORPORATION,0,1,0,0,99,4765,MI,STERLING HEIGHTS,48312
2019,JABIL INC,27,0,27,0,33,6260,FL,SAINT PETERSBURG,33716
2019,JABIL INC,3,0,6,0,33,6260,FL,ST PETERSBURG,33716
2019,JAC PRODUCTS INC,2,0,3,0,33,8757,MI,PONTIAC,48341
2019,AMERICAN COLLEGE OF EMERGENCY PHYS,0,0,1,0,81,8798,TX,IRVING,75063
2019,COMPU LINK CORPORATION,0,0,1,0,56,9396,GA,ALPHARETTA,30005
2019,THE REINALT THOMAS CORP,2,0,12,0,44,9682,AZ,SCOTTSDALE,85255
2019,TESTEK INC.,7,0,3,0,54,4836,MI,WIXOM,48393
2019,ROSSETTI INC D/B/A ROSSETTI ASSOCI,1,0,0,0,54,5131,MI,DETROIT,48226
2019,S&B INDUSTRY INC,12,0,3,0,81,5876,TX,FORT WORTH,76177
2019,LANE AUTOMOTIVE,0,0,1,0,99,2345,MI,WATERVLIET,49098
2019,DE LAGE LANDEN FINANCIAL SVCS INC,0,0,8,0,52,4500,MA,BOSTON,02110
2019,DE LAGE LANDEN FINANCIAL SVCS INC,0,0,1,0,52,4500,PA,WAYNE,19087
2019,EDWARDS GARMENT COMPANY,1,0,0,0,54,5652,MI,KALAMAZOO,49009
2019,GREAT LAKES BAY HEALTH CENTERS,1,0,1,0,62,8328,MI,SAGINAW,48607
2019,COUNTRYSIDE CARE CENTER INC,0,0,1,0,62,8464,MI,JACKSON,49203
2019,WM BOLTHOUSE FARMS INC,0,0,2,0,11,9570,CA,BAKERSFIELD,93307
2019,BRODER BROS CO DBA PRIME RESOURCES,1,0,0,0,42,1112,CT,BRIDGEPORT,06610
2019,MISC PRODUCTS INC,1,0,0,0,33,1337,MI,MACOMB,48044
2019,DEMARIA BUILDING COMPANY,2,0,0,0,23,5034,MI,NOVI,48374
2019,KUKA SYSTEMS NORTH AMERICA LLC,0,0,1,1,33,8885,MI,STERLING HEIGHTS,48312
2019,AMERI KART MI CORP,1,0,0,0,32,0960,IN,BRISTOL,46507
2019,MAC ARTHUR CORPORATION,0,0,1,0,33,1383,MI,GRAND BLANC,48439
2019,BAE INDUSTRIES INC,5,0,0,0,33,4452,MI,WARREN,48091
2019,GREAT LAKES HOTEL SUPPLY CO,0,1,0,0,23,5157,MI,SOUTHFIELD,48033
2019,BAR PROCESSING CORPORATION,1,0,0,0,33,7102,MI,FLAT ROCK,48134
2019,BYRNE ELECTRICAL SPECIALISTS INC,1,0,1,0,42,8223,MI,ROCKFORD,49341
2019,PAUL M POLYVIOU DDS PC,1,0,0,0,62,3926,MI,LINCOLN PARK,48146
2019,MUNICIPAL EMPLOYEES RETIREMENT SYS,1,0,1,0,52,7940,MI,LANSING,48917
2019,DURR SYSTEMS INC,0,0,2,0,33,1423,MI,SOUTHFIELD,48033
2019,MASTER DATA CENTER INC,0,0,1,0,99,4234,MI,FRANKLIN,48025
2019,ST CLAIR SPECIALTY PHYSICIANS PC,0,0,1,0,62,6107,MI,SHELBY TOWNSHIP,48315
2019,ST CLAIR SPECIALTY PHYSICIANS PC,0,0,1,0,62,6107,MI,UTICA,48315
2019,GRANDVILLE CALVIN CHRISTIAN SCHOOL,1,0,0,0,61,8313,MI,GRANDVILLE,49418
2019,SUNDBERG FERAR INC,1,0,0,0,54,2482,MI,WALLED LAKE,48390
2019,MCLAREN BAY REGION,0,0,4,0,62,6271,MI,BAY CITY,48708
2019,PROPER TOOLING LLC,2,0,0,0,33,8352,MI,WARREN,48089
2019,MANATRON INC,0,0,1,0,99,3228,MI,PORTAGE,49002
2019,NORTHPOINTE CHRISTIAN SCHOOLS,1,0,0,0,61,6748,MI,GRAND RAPIDS,49503
2019,CREDIT ACCEPTANCE CORP,0,0,1,0,52,9511,MI,BLOOMFIELD HILLS,48304
2019,CREDIT ACCEPTANCE CORPORATION,2,2,7,0,52,9511,MI,SOUTHFIELD,48034
2019,CREDIT ACCEPTANCE CORPORATION,0,1,0,0,52,9551,MI,SOUTHFIELD,48034
2019,CONTINUITY PROGRAMS INC,1,0,0,0,54,0314,MI,WALLED LAKE,48390
2019,COMPUWARE CORP,2,0,3,0,51,7430,MI,DETROIT,48226
2019,INTERCARE COMMUNITY HLTH NETWORK,1,0,0,0,62,9364,MI,BANGOR,49013
2019,W A FOOTE MEMORIAL HOSPITAL INC D/,3,0,4,0,62,7689,MI,JACKSON,49201
2019,MOTION CONTROL CORPORATION,0,0,1,0,99,8542,MI,LIVONIA,48150
2019,HOBBS BLACK ASSOCIATES INC,1,0,0,0,54,9341,MI,ANN ARBOR,48104
2019,GENTEX CORPORATION,1,0,2,0,33,0505,MI,ZEELAND,49464
2019,HENNIGES AUTOMOTIVE NORTH AMERICA,2,0,2,0,32,4292,MI,AUBURN HILLS,48326
2019,WEBASTO ROOF SYSTEMS INC,2,0,0,0,33,5775,MI,ROCHESTER,48309
2019,WEBASTO ROOF SYSTEMS INC,1,0,2,0,33,5775,MI,ROCHESTER HILLS,48309
2019,MACMILLAN ASSO INC,1,0,0,0,54,1824,MI,BAY CITY,48706
2019,DETROIT PISTONS BASKETBALL COMPANY,1,0,1,0,71,6888,MI,AUBURN HILLS,48326
2019,MELLEN SMITH PIVOZ PLC,0,0,1,0,54,0733,MI,BINGHAM FARMS,48025
2019,ABM HEALTHCARE SUPPORT SERVICES IN,0,0,1,0,54,3907,MI,SAINT CLAIR SHORES,48080
2019,SOILS & STRUCTURES INC,0,1,0,0,54,3994,MI,MUSKEGON,49441
2019,HTC GLOBAL SERVICES INC,0,0,2,0,54,6583,MI,TROY,48084
2019,QUICKEN LOANS INC,0,0,1,0,52,3955,MI,DETROIT,48226
2019,BLUE CROSS BLUE SHIELD OF MICHIGAN,2,0,55,4,52,9753,MI,DETROIT,48226
2019,AVFUEL CORPORATION,1,0,1,0,42,3252,MI,ANN ARBOR,48105
2019,AVFUEL CORPORATION,1,0,0,0,42,3252,MI,ANN ARBOR,48108
2019,TREMEC CORP,0,0,1,0,33,3753,MI,NOVI,48377
2019,TREMEC CORP,0,1,0,0,45,3753,MI,NOVI,48377
2019,HEALTHMARK INDUSTRIES CO INC,1,0,0,0,99,3977,MI,FRASER,48026
2019,CTI AND ASSOCIATES INC,0,0,1,0,23,0303,MI,NOVI,48377
2019,HOWARD HOWARD ATTORNEYS PLLC,0,0,1,0,54,2437,MI,ROYAL OAK,48067
2019,ST MARY MERCY HOSPITAL,1,0,1,0,62,3393,MI,LIVONIA,48154
2019,SKY BIRD TRAVEL & TOURS INC,0,1,1,0,56,3644,MI,SOUTHFIELD,48033
2019,EVERSIGHT,0,0,1,0,62,7115,MI,ANN ARBOR,48108
2019,NHK INTL CORP,4,0,2,0,33,4089,MI,NOVI,48377
2019,URBAN SCIENCE APPLICATIONS INC,0,0,3,0,54,4622,MI,DETROIT,48243
2019,HOMRICH WRECKING INC,1,0,0,0,54,6255,MI,CARLETON,48117
2019,MCLAREN NORTHERN MICHIGAN,2,0,0,0,62,6751,MI,PETOSKEY,49770
2019,BROSE NORTH AMERICA INC,17,0,11,0,33,9164,MI,AUBURN HILLS,48326
2019,SUPERABRASIVES INC,1,0,0,0,32,2434,MI,WIXOM,48393
2019,UNIQUE INSTRUMENTS INC D/B/A ORCHI,0,0,1,0,33,5295,MI,BRIDGEPORT,48722
2019,SHAH & ASSOCIATES INC,0,0,2,0,54,6042,MD,GAITHERSBURG,20877
2019,TRIUMPH GEAR SYSTEMS MACOMB INC,2,0,0,0,33,0514,MI,MACOMB,48042
2019,ADVANCED PROFESSIONAL HOME HEALTH,0,0,2,0,62,1807,MI,TROY,48084
2019,VIZIENT INC,0,0,1,0,55,2248,TX,DALLAS,75243
2019,VIZIENT INC,2,1,13,0,55,2248,TX,IRVING,75062
2019,MUNSON HOME CARE,0,0,1,0,62,1390,MI,TRAVERSE CITY,49684
2019,MAGNA SVCS OF AMERICA INC,5,1,6,0,33,8685,MI,TROY,48098
2019,ENERGY INTERNATIONAL CORPORATION,0,0,1,0,54,9078,MI,CANTON,48187
2019,SMITHGROUPJJR INC SUBSIDIARY SMITH,20,0,23,0,54,7428,MI,DETROIT,48226
2019,ROBERT DARVAS ASSOCIATES P C,2,0,0,0,32,8990,MI,ANN ARBOR,48104
2019,HINES INDUSTRIES INC,1,0,0,0,54,6848,MI,ANN ARBOR,48103
2019,CONTINENTAL AUTOMOTIVE SYSTEMS INC,0,0,1,0,99,8409,MI,AUBURN HILLS,48326
2019,PIPE & PILING SUPPLIES U S A LTD,0,1,0,0,33,8491,,CALGARY,
2019,PIPE & PILING SUPPLIES USA LTD,1,0,0,0,42,8491,IL,SENECA,61360
2019,COMAU LLC,0,0,3,0,33,6242,MI,SOUTHFIELD,48033
2019,SYNTEL INC,0,0,1,0,54,2010,MI,TROY,48083
2019,SYNTEL INC,248,351,941,360,54,2018,MI,TROY,48083
