company,title,location,link,job_posted,description,category,source
Game Closure,Game Engineer (HTML5),Tokyo // Mountain View // Eugene,https://jobs.github.com/positions/041ee91a-dd62-11e8-9c45-21fe88164ff0,2018-10-31 23:11:37+00:00,"Game Closure is on the hunt for Game Engineers to help us build the social games that guide the development of our mobile game engine. We are a 60 ­strong and growing team with offices in Mountain View, California; Eugene, Oregon, and Tokyo, Japan. If you want to join us to make great games on our cutting­ edge technology and truly make an impact, then we want to talk to you!
Game Closure game engineers make polished, high-performance HTML5 mobile games. We want people who are proficient with JavaScript and who are passionate about making fun social games to be played by millions! As a Game Engineer at Game Closure, you will build games internally on top of our cutting-edge and open source devkit. In addition to building kick­ass mobile games, you will play a pivotal role in creating a platform which will revolutionize the future of game development.
It's always a bonus if you know more than JavaScript! We write cross-compilers, custom browsers, ARM7 assembly, GPU shaders, Node.js & Python back­ends, JavaScript game APIs and tools, and whatever else it takes. You will work with the best engineers in the world; we have top talent in every part of our stack.
The Role:

Be responsible for designing, developing and deploying major game features
Own game feature areas from end-­to­-end
Be the champion for the user! Insist on the highest standards and create functional and engaging features that will delight our users
Be part of a tight game development team looking to iterate fast on a fun concept and then building it out
Have real input on end-user product
Be a key member of a high performing software engineering team
Collaborate with design, engineering and production teams to devise optimal engineering solutions to game requirements
Hands­ on architect and coder for sophisticated client/server systems for mobile gaming
Innovate and iterate on process, systems and technology to deliver world­-class social games
Be a leader; Identify and articulate technical and production risks and obstacles, as well as generate solutions!

Desired Skills:

Bachelor's degree in Computer Science or related field, or equivalent experience.
3+ years of professional software engineering experience, working on cross functional teams.
Proven effectiveness in directing or delivering production software for high quality games with at least one shipped game product of which you were a primary contributor (self­ published titles are acceptable).
Capable of JavaScript + HTML5 to create custom, interactive, user experiences that are enjoyable on all HTML5 browsers.
We expect you to be good at using script debuggers like Chrome Debugger.
You must be pretty knowledgeable with what jQuery can do, and what functionality you are better off custom coding.
Strong Computer Science fundamentals in object­ oriented design, algorithms, and data structures.
Advanced software engineering skills, including the ability to write maintainable and robust code in a popular object oriented language.
Solid familiarity with 3rd party SDKs, analytics, and A/B testing in mobile games
Familiarity with git, svn or other VCS.
Self ­starter, analytical and creative
Strong team player with a positive attitude.
Good communication skills and the ability to work effectively on shared projects with designers, artists, testers, product managers and other developers.
Check out Everwing on Facebook Instant Games in Messenger. Can you build this game?

Bonus:

Canvas animation work
2+ years of game development experience with multiple shipped titles
Both Android and iOS game development experience
Specialized skills in a particular area of game development (for example: UI, Physics, graphics, multiplayer, game logic, etc.)

",,GitHub
playvs-inc,"Software Engineer, Backend","Santa Monica, CA",https://jobs.github.com/positions/1ef41916-dd5f-11e8-98aa-d336cb7192b8,2018-10-31 22:54:08+00:00,"PlayVS is building the infrastructure and official platform for high school esports. We work with game publishers and high school governing bodies to build and operate sanctioned leagues across the country. Our software products tie everything together, creating the world’s first full-stack sports platform. PlayVS is headquartered in Santa Monica, CA and rapidly expanding.
As an engineer, you’ll be expected to do the normal tech startup duties including:


Writing clean, easily-maintainable code. We’re extremely proud of our lack of technical debt and want to keep it that way.


Debugging, documentation, and unit testing. Everyone loves a smooth game day.


Building and integrating APIs


Being flexible about your day-to-day tasks. We do everything from tweaking marketing pages to building the real-time match-play systems and data pipelines.


Improving our internal tooling and engineering process by contributing your knowledge and unique background.


What we’re looking for:


4+ years of technical experience


Interest in gaming or esports


Experience using NodeJS or NoSQL data stores like Redis, RethinkDB or Mongo


Comfortable working with WebSockets


Degree in Computer Science preferred


At PlayVS, we put a heavy emphasis on inclusiveness, diversity, and most importantly, player experience. Our team is small, scrappy, and incredibly talented. The challenges we solve on a daily basis are exciting and relevant. This role is 90k and up. If you are driven by seeing the immediate impact that your code brings, you’ll fit right in here.
",,GitHub
Great West Casualty Company,IT Software Developer - Java,"South Sioux City, NE",https://jobs.github.com/positions/318c499a-dd55-11e8-8ca0-8bc7f92f7f80,2018-10-31 21:38:06+00:00,"Are you a Software Developer who finds joy in their profession, so much so, that you find yourself programming in your spare time?
Do you want to work for an industry leader who financially supports your pursuit of professional education and certification?
IT Software Developer qualifications:
Bachelor's degree in MIS, Computer Engineering, Software Engineering, Computer Science, or a related discipline.
2 - 6 years' experience in applications programming or education using Java or other object-oriented languages. Open to new college graduates who have completed an internship in the field.
Proficiency in Object Oriented Programming software languages such as: Java, JavaScript, SQL, C#, COBOL, HTML, .NET, and J2EE.
Proven ability to work as part of a team.
A little more about the job:
The IT Software Developer will work in our corporate office in South Sioux City, Nebraska. You will work as part of an Agile development team to translate business needs into well-designed software solutions. The key responsibilities of this position currently focus on Java - based programming and web services development. You will design, build, and maintain IT solutions within project scope, budget, and deadlines. The atmosphere is dynamic, with changing priorities that reflect the changing needs of the business. You will find yourself challenged to stay current with mainstream technologies, explore new and emerging technologies, and learn and apply legacy technologies.
Our top performing Software Developers are self-motivated individuals who are excited about emerging technology. Naturally curious, they dig deep to solve problems and seek out opportunities to learn and develop as an IT professional. They are able to tackle projects and work independently, yet have a strong desire and ability to work collaboratively with members of their team. They look forward to sharing their progress, receiving feedback, and generating ideas during daily SCRUM meetings. Above all, they value being part of a stable company and seek career advancement through hard-work, continuing education, and loyalty versus quick career changes.
Who we are:
Great West Casualty Company provides specialized insurance products unique to the trucking industry and outstanding customer service to the thousands of truck drivers and trucking companies we serve. Over the past 60 years, we have grown to five offices serving insureds in over 40 states. We are now one of America's largest insurers of trucking companies. If your passion is to help others, you value education and continuous improvement, you enjoy participating in community activities, and you want to be valued for your contributions, come be part of our successful team.
Why work for us?
We offer you a challenging career with a competitive compensation and benefits package including:
A 37.5 hour work week.
Financial support to attain certifications. We pay for your study materials, exam fees, and a day off to study.
A cash bonus for achieving IT and industry certifications.
Paid vacation and paid sick leave.
Opportunities to impact the organization through participation in committees (Green Team, Fun Committee, etc.).
Support of a healthy lifestyle through a wellness program and gym subsidies.
This position qualifies for relocation assistance. To learn more about Great West and our office locations, please visit our website www.gwccnet.com.
Great People, Great Careers, Great West Casualty Company
",,GitHub
Traction,Lead Full Stack Developer,"Sunnyvale, CA ",https://jobs.github.com/positions/48d5274e-dd45-11e8-8130-eacb3354d656,2018-10-31 19:45:06+00:00,"The Job:
Traction is looking for a Lead Full Stack Developer. You should have prior experience architecting and developing advanced dynamic projects involving technologies for Front-end, Back-end, Database, DevOps and Mobile, as well as leading teams of engineers working on these projects.
This role will see you leading a team of developers as well as being an individual contributor to the team.
We’re on a mission to become one of the most in-demand agencies in the United States, sought out by the best brands in the world to design meaningful experiences for their customers.
Must be available to work onsite in Sunnyvale, CA exclusively working embedded with our client that is headquartered in Cupertino.
Core Responsibilities:

Act as the primary technical contact for an engineering team with other teams across disciplines, potentially leading a team of 2-5 developers
Work closely with the development manager to ensure requirements and timelines are met
Work closely with the development manager and back-end teams to architect and integrate front-end code
Develop advanced applications with a mixture of third-party and proprietary tools and libraries

Skills and Experience:

Experience as a lead developer
2+ years of experience building websites using HTML, CSS, and JavaScript
8+ years of experience building web applications with any common web technologies (Node.JS, Java, .Net, PHP, Ruby, Python)
8+ years of experience with modern web frameworks and/or libraries such as React, Angular, etc.
8+ years of experience in modeling n-tier applications
6+ years of experience in database modeling; PL/SQL and SQL. MongoDB is a plus
Experience writing unit tests for web applications
Experience with containers and container platforms (Docker, Mesos, Kubernetes)
Experience in defining continuous integration build processes for front-end web development
Familiarity with CI/CD strategy (AWS, Heroku, Google Cloud)/
Knowledge of common design patterns in web development (i.e., MVC, MVVM)
Working knowledge of source control software such as Git (preferred) or SVN
Exposure to Agile project management methodologies
Ability to multi-task and manage tasks with varying priorities
Must be able to brainstorm and communicate technology ideas and issues with peers and management
Excellent verbal and written communication skills
Experience in developing applications for Supply Chain business domain, with more focus on Supply Planning, Demand Planning
Willingness to learn new technologies and implement in short time
Comfortable working in a multi-discipline, geographically dispersed team
Experience in leading a team of developers through all processes of development and integration, including test automation

Education: BA or BS in computer science or equivalent experience
Extra Credit:

Experience with e-commerce
Knowledge of accessibility specifications
Experience with GraphQL
Experience with Scala

Our humblebrag:
Join an award-winning, digitally-focused, full-service, independent agency staffed by a bunch of folks who love what they do and do what they love. Still on the rise after 17 years of success, you’ll enjoy a satisfying suite of benefits, as well as the chance to work on the world's most well-know brand.
Will you accept our mission?
Traction is dedicated to creating meaningful advertising, branding, and experiences for our clients and their consumers. In order to accomplish this, we have fostered a culture rooted in autonomy, empowerment, collaboration, and—occasionally—mischief. We believe that great work is spontaneous, and the best ideas come from a diverse team of creatively-minded individuals. Our goal is to be an agency where the journey getting there is as great as the work itself, and we’re looking for the right people to help us do it.
",,GitHub
"MetaCommunications, Inc.",Senior Software Engineer (Frontend),"Iowa City, Iowa",https://jobs.github.com/positions/dfa47394-dd33-11e8-96a4-acacdfc6a86d,2018-10-31 17:40:00+00:00,"MetaCommunications, Inc. is looking for an experienced and passionate Senior Software Engineer (Frontend) to provide software engineering leadership and support using cutting edge technologies to support growing client needs. Join a team of developers to build scalable, full stack Cloud–based offerings. Keep up–to–date with technical trends in the industry and evangelize the adoption of new technologies in solution architectures. Maintain responsibility for personal and team goals, give adequate direction to junior developers, and perform peer code reviews. Work extensively with business analysts and UX engineers to deliver world class solutions for clients.
Our Technology Stack:

React / Redux.
JSON Schema / JSON Rules Engine / JSON Schema Forms.
TypeScript.
Jest.
ES 6 Decorators, Async/ Await.
Material UI, Bootstrap, Foundation, Styled Components.
Webpack.
Docker / Kubernetes / Kafka / Elasticsearch.

Job Description:
MetaCommunications is looking for a talented Frontend Engineer to join our team. We are looking for someone with strong JavaScript skills and a passion for developing solutions that impact Fortune 500 Companies on a daily basis. We are a tight knit team that is focused on providing excellent service to our customers.
Individuals who succeed in this position are exceptional at sharing information, enthusiastic, learn quickly and seek opportunities for developing themselves and the team around them. We're looking for someone who isn't scared of the unknown and likes pushing the envelope. No day will look the same, but you will always be expected to rise to the occasion and overcome challenges.
Join our team and you will:

Work with a high-performing team to deliver solutions for some of the world’s top brands
Develop new user-facing features using React.js
Translate designs and wireframes into high quality code
Optimize components for maximum performance
Grow in your knowledge of business processes as you see how some of the world’s top brands operate their creative and marketing teams

Need to have:

3+ years of experience with JavaScript
2+ years of experience with software development
1+ years of experience with React.js and Redux
Experience with REST or JavaScript
Experience with Agile development methods, including TDD, CI, or automated testing
Git, Gitflow, d Experience using a version control system, such as git, mercurial, perforce
BA or BS degree
Experience with CSS pre–processor, including LESS or SASS
Experience with server-side technologies-Node.js, .Net Core
Experience with issue tracking and change control tools, Team Services, YouTrack, or Jira
Experience with building and consuming REST APIs
Experience with relational database systems, including PostgreSQL, SQL Server, or MySQL
Experience with technical document writing
Knowledge of IaaS Cloud hosting solutions, including AWS or Azure
Possession of excellent oral and written communication skills
Knowledge of web technologies
Experience with relational databases and T-SQL
Experience working with a team of developers on software applications

How to apply:
https://www.workgroups.com/about/careers/?p=job%2Foeqh8fwN
Company Statement:
MetaCommunications is a leader in providing innovative project management software for the world’s best creative teams. Our mission is simple: to build great products that make the best creative teams as productive as possible.
Our Perks/Benefits:
We're a fun team. We build awesome products, solve hard problems and keep a good life balance. Our culture is one of our biggest strengths. In our company, people treat each other with respect and compassion, and together cultivate a culture of teamwork, learning, accountability, and fun. There’s a commitment to understanding the whole person, helping to create a shared, unquestioning environment.

Medical/Dental Insurance
401K
Generous PTO, including both maternal and paternal paid time off
Optimal workspace in the heart of downtown Iowa City
$20/month local gym membership within walking distance
Flexible work environment

Why work at Meta? We LOVE...
Our customers:

Ability to work directly with our customers, many of whom are Fortune 500 companies.
Opportunity to see the software through the customer lens.

Our people:

We are passionate about what we do.
We collaborate to identify solutions to problems.
We challenge each other to be better.
Continuous learners.
A great mix of cultures and backgrounds.
We hang out outside of work hours.
Talented colleagues who want to solve customer issues using an innovative technology.
People and talent-oriented leadership.

Our products:

Exciting technology.
Environment allows you to quickly learn how software is developed, deployed and maintained.
Fast-paced environment with new challenges at every turn.
Opportunities to learn and grow into new roles.
Dramatically improve the work experience for our customers.

Our workspace:

Located in the heart of beautiful downtown Iowa City, only steps from the best eateries.
Great view of the Ped Mall.
Natural light everywhere!
Farmer’s Market Wednesday.
Inside bike racks
Free downtown parking

About MetaCommunications:
MetaCommunications develops workflow and collaborative productivity solutions that help marketing, creative design, packaging teams and enables workgroups around the world be more productive.
Our mission is to bring to market new innovative brands, products and approaches to help marketing teams improve creativity, performance and output that delivers dramatic growth and created value for their organization. Our vision is to be a global leader in innovative management solutions that allow people to collaborate, communicate and deliver anytime, anywhere, with speed and simplicity.
Meta’s team members are collaborative, driven, hungry, fearless problem solvers, flexible and uniquely talented. We find new ways to continually improve our products and services with convenience, security, and reliability for the customer as our key goals. Our culture is people-oriented, with continuous learning is at its core. Our main office is located in downtown Iowa City, IA.
As a customer-obsessed organization focused on creating win-win relationships, there are many exciting reasons to join the Meta team. We provide competitive salaries, quality healthcare and an enjoyable office environment. We are deeply mission and vision driven and support flexible schedules when needed.
MetaCommunications has a dynamic, fast-paced, and entrepreneurial environment, which requires a professional, flexible, self-starter orientation. We believe in hiring the best, the brightest, and cultivating a culture of collaboration and appreciation. All qualified applicants will receive consideration for employment and will not be discriminated against on the basis of race, creed, color, religion, sex, sexual orientation, gender identity, national origin, marital status, citizen status, age, disability, military or protected veteran status, genetic predisposition or carrier status or any other legally protected status.
",,GitHub
Petal,Senior Software Engineer,New York City or Remote (US),https://jobs.github.com/positions/1ee011f0-dcbf-11e8-8f6b-cc4dc5b4578d,2018-10-31 03:43:54+00:00,"Petal is the first credit card for people without a credit history. We analyze cashflow from applicants' bank accounts to evaluate credit quality, which enables us to provide credit to populations traditionally excluded from financial services.
As a Senior Software Engineer, you'll architect, design, and implement major sub-systems across our platform.
What you'll do
Lead projects and provide technical leadership in subject matter expertise.
Own large portions of the code base.
Design secure and highly reliable services to integrate with our data and credit card processing partners.
Build frameworks and products which will be used by other engineering teams at Petal.
Write tests and constantly seek to improve code quality and reliability.
Bring positive energy to every meeting and make your colleagues feel included and heard.
Experience
You've demonstrated your ability to build, test, release, and maintain complex products.
You demand high-quality code of yourself and others.
You love trying new tools, technologies, and frameworks, but are pragmatic—you get stuff done with what solves the problem you’re facing.
You love shipping new things rapidly and iterating based on real user behaviour. You have a knack for finding and eliminating inefficiency in your users’ workflows.
You’re enthusiastic about unit testing and performance, and knowing how to communicate the value of technical excellence to non-technical teammates.
You’re a great listener, but are willing to speak up when you see something that needs to be fixed. You ask questions when something isn’t clear.
Understanding that smart, hungry people can rapidly learn new technologies, here is our tech stack: https://stackshare.io/petal
",,GitHub
Stopwatch,iOS Engineer at stopwatch.com,Remote,https://jobs.github.com/positions/88f46fa4-dc70-11e8-9296-75ef13ea7473,2018-10-30 18:32:58+00:00,"We’re building a new social network. We’re currently in stealth mode, but the concept was compelling enough to convince some great investors to give us some money to build it and see what happens. We’re currently a small team of 4, looking for a second iOS engineer to join the team full time.
The candidate we’re looking for should have a passion for making things, have experience working with, or on a startup. They should have a list of apps in the app store that we can check out. Experience in consumer social is a bonus.
Responsibilities

Implement highly custom iOS elements
Implement transitions and animations in the app
Help the team define, and maintain development “best practices”
Help decide on product direction and decisions

",,GitHub
CommunityVenturePartners,seeking webmaster assistance with frontend and backend.,Mill Valley,https://jobs.github.com/positions/f3e305e6-dc66-11e8-8ec9-7dcb52a38c24,2018-10-30 17:13:04+00:00,"The Marin Post (https://marinpost.org) seeking webmaster assistance, full-stack coder for frontend and backend coding.


Work part time with flexible hours.


Work remotely but MUST live in San Francisco Bay Area and be available for occasional face to face meetings in Southern Marin or North San Francisco (Please DO NOT APPLY if you do not live in SF Bay Area).


Pay per experience level. Please provide an accurate resume of experience. Your prior employment will be verified.


Applicant requirements


PHP, Javascript, HTML, CSS


Experience with Craft CMS and Twig or similar Content Management Systems but helpful to have experience with Craft CMS API (plugin) programming (https://craftcms.com/)


Versed in Git / Github, able to create a pull request.


",,GitHub
A Color Story,Mobile Developer,Remote,https://jobs.github.com/positions/83470dde-dc50-11e8-8176-9238b892b788,2018-10-30 14:32:03+00:00,"As a company, we are a small, tight-knit family where everyone’s ideas are heard and matter. We’re looking for someone excited by a fast pace and problem solving to grow with our little company. This position will work within our existing code structures under the guidance of our lead mobile developer.
What you’ll do

Oversee ongoing maintenance and updates to A Color Story, A Design Kit, and future products
Implement new filter/effects packs and tools
Consistently look for improvements and further optimizations
Test, test, test, ship, repeat

What we need from you

3+ years building complex, scalable mobile or web applications or educational equivalent
Extensive understanding of object orientation and design patterns
Ample experience with Objective C and/or Swift as well as Java
Self-starting personality that thrives in a minimal management environments

What we prefer from you

BS/BA in a technical field such as Computer Science
Self-made apps in the App Store a huge plus
Understanding of image processing
Experience with OpenGL or Metal
Interest in photography and a mobile photo editing app user
Startup experience

What we offer
Competitive salary, flexible PTO
Location
Company based in Springfield, MO, USA, but remote is available.
Must be located in North or South America.
",,GitHub
Neya Systems LLC,Robotics Software Engineer,Warrendale PA/Framingham MA/remote,https://jobs.github.com/positions/0e2a0d92-dbad-11e8-8808-aa2ddc300084,2018-10-29 19:02:23+00:00,"Who We Are
Neya is a leader in developing off-road autonomy for both commercial and defense customers, and we’re looking for a strong software engineer with experience in robotics to join our team. If you join our team, you will have an opportunity work to solve a diverse set of challenges ranging from autonomous jet-ski perception, automatic target recognition, 3D scene reconstruction, and autonomous off-road vehicles. You will also work with a strong team of scientists and engineers located in Pittsburgh, Massachusetts, and Colorado to help drive critical architecture decisions in our machine learning and computer vision pipeline.
This position is based in either our Framingham, MA or Warrendale, PA offices. Remote work a possibility for the right candidate.
TL;DR Apply here : https://neya.applytojob.com/apply/3DKaxWyR41/Robotics-Software-Engineer
Interested in joining our team?  Take a look below to see exactly what we’re looking for.  If you feel that you meet most but not all of the requirements below, please reach out to us, you might be a good fit.
** What You’ll Do **

Help to design and optimize implementation of cutting edge path planning systems for offroad vehicles.
Enhance unified back end architecture for solving mult-robot tasking and path planning.
Simulate scenarios using tools such as Gazebo, Stage, ANVEL.
Work with other team members (inside and outside of Neya) to provide ROS-compatible datasets for communication within the target architecture
Assist in the development and implementation of unit testing of code using simulation tools and actual hardware.

** What We’re Looking For **

M.S. Robotics, Computer Science, etc. or equivalent in industry experience
5+ years of relevant industry experience
Extensive experience with sensor data processing, environment modeling, and simulation tools
Excellent mathematical reasoning skills, especially with probability
Comfortable writing production-quality code in Linux/C++11 or C++14
Experience with unit testing suites such as GTest, CppUnit
Understanding of sensor error modeling
Passionate about Robotics and Intelligent Systems

** What Makes Neya Unique **

Solve immediate and pressing real-world problems that advance state-of-the-art
Work with some of the smartest people in unmanned systems
Great company culture
Competitive salary and benefits including 401k, and company paid medical, dental, life insurance
Flexible hours and working conditions

Apply here: https://neya.applytojob.com/apply/3DKaxWyR41/Robotics-Software-Engineer
This position requires use of information that is subject to the International Traffic in Arms Regulations (ITAR) and/or the Export Administration Regulations (EAR), Non-U.S. persons selected must meet eligibility requirements for access to export-restricted information. The ITAR/EAR defines a U.S. person as a U.S. Citizen, U.S. Permanent Resident (i.e. ‘Green Card Holder’), Political Asylee, or Refugee.
",,GitHub
"BlueWave Security, Inc.",Jr Programmer C C# SQL .NET,"Austin, TX",https://jobs.github.com/positions/d42f9da4-d897-11e8-9e15-6308de92c469,2018-10-25 21:26:18+00:00,"Profitable and fast-growing company seeks a talented programmer to help build the next generation of IP-addressable access control solutions.
Our company is a pioneer in the field of end-to-end, IP-based physical access control solutions, which allow our customers to control access to their buildings, such as schools, hospitals, or other places of work. We bring access control out of the analog ages and into the internet of things! As a part of our small engineering team, you’ll have the opportunity to grow your skills in everything from application to full stack web development.
Required for this position

BA/BS in Computer Science or Computer Engineering
Solid grasp of computer science fundamentals and best practices
Solid understanding of networking principles and protocols
3+ years professional experience designing, deploying and maintaining software
Key technologies: C#, Microsoft .NET, Microsoft SQL Server/T-SQL, C, Python
Comfortable developing software in both Windows and Linux environments
Work effectively both independently and as part of a team
Ability to communicate effectively to both technical and non-technical stakeholders

Desired for this position

Graduate degree or active progress in obtaining a graduate degree in Computer Science, Computer Engineering
Experience developing and maintaining web applications using a variety of technologies
Experience integrating software with hardware, writing firmware, or working hands-on with electronics
Experience deploying and maintaining servers, or other IT-related tasks

The right candidate will be a quick learner, have excellent organizational and communication skills, and be comfortable working with a small team in a fast-paced environment. A ""get the job done"" attitude is essential.
We offer a competitive wage and medical benefits. This position is located at our engineering headquarters in north Austin.
",,GitHub
Hello Design,Full Stack Developer,"Los Angeles, CA",https://jobs.github.com/positions/9bd2d6fa-d7ee-11e8-9f5e-c14b0048f133,2018-10-25 00:41:02+00:00,"Hello is looking for a Full Stack Developer to help us make the future. Build award-winning interactive systems and collaborate with multi-disciplinary teams consisting of strategists, designers, and fellow programmers. We are looking for technologists who are passionate about their craft and have a drive for discovery and innovation.
Experience

Can solve a problem in two ways
Quickly learn new languages and software
Master of the MVC and MVVC design pattern
Expert in PHP, Python, and/or Node.js
Experienced in schemaless databases such as Mongo, Couch, Dynamo
Can work with multiple content management systems and speak to their strategies, advantages, and disadvantages
Knowledgeable with caching systems such as Redis, Memcache
Familiar with AWS products such as EC2, ElastiCache, ECS, CloudFront, SQS, Elastic Transcoder, SNS
Have a working knowledge of JS Frameworks such as Backbone, Ember or AngularJS
Comfortable working in a Linux environment

Attributes

Detailed and organized
Excellent communicator, written an verbal
Able to manage multiple projects simultaneously
Responsible and capable of meeting tight deadlines
Enjoy working in a collaborative environment
Passion for quality design and innovation
A thirst for learning

Hello is a creative agency driven to craft worthy experiences. We believe everything will be digital—surrounding us like the air we breathe. Our clients include Facebook, Nike, Tillamook, Sonos, Murad, and Supercell. Our work: hellodesign.com
We offer competitive salary, 100% employer paid health and dental, 401(k) match, paid vacation, holidays including winter break, gym discounts, fully stocked snack rack, freshly ground coffee, and really cute dogs
",,GitHub
Stride Consulting,Software Engineer,"New York, New York",https://jobs.github.com/positions/0b0b5ff2-d7c1-11e8-88ec-ba50e54bd4a0,2018-10-24 19:14:53+00:00,"Stride Consulting is a mission-driven, engineering-centric company. We seek developers who place a high value on continuous learning, and value diversity. If you consider yourself a non-dogmatic engineer, have a thirst for learning, and an eye for process, you’ll be in great company.
Our goal is to leave our client teams functioning at a higher level than when we found them.  We do this by writing high quality code alongside our clients’ development teams, as well as mentoring their developers, product teams and stakeholders in software development best practices.
We believe that practices like Test Driven Development, Pairing and Refactoring are the foundation of a high functioning software team. And, we believe that not all Agile practices provide equal value to all teams at all times. So, we approach each engagement as the unique opportunity it is.
As a Strider, you’ll find a learning opportunity that’s unmatched. You will:

Be part of an engineering-driven culture, one that has a 4.9 star Glassdoor review and has won Crain’s -Best Places to Work 2 years in a row.
Write high quality code with some of the smartest engineers in town.
Immerse yourself in a learning journey that’s second to none. No where else will you find the variety that being a consultant brings, all a subway ride away.
Mentor and be mentored. Learning weaves a thread through all that we do.

A Day In The Life of a Stride Software Engineer
You’ll co-locate and work onsite at your client (all are in NYC). We are proud to call the most outstanding tech teams in NYC our clients, ranging from funded startups to Fortune 500.
You are empowered to define what work/life balance means to you. Every day for every Strider is different. Here’s how one day might unfold:
9am: One-on-one with my manager. We grab coffee at Stumptown and talk about my career goals. I’m noodling on a complex React story and I get my manager’s take. We walk away with action items for next week’s one-on-one.
10am: Daily Standup. I’m at work at the client’s office. They’ve got a really cool setup with dual monitors and nice pairing stations. I’m on a team of 4 Striders and 4 client developers. Our Product Manager kicks off the Standup. It lasts about 10 minutes and then we’re off to code.
10:10-12:00 Pair Programming. I’m pairing with another Strider. We continue working on the React story from the day before. We have questions for the Product Manager that we ask via Slack.
12:00-12:30 Travel to Stride
12:30-1:30 Lunch-n-Learn. Today, Stride’s got a Lunch-n-Learn on Terraform Cloud that I’m psyched about. Stacey, one of our senior engineers, is leading the session. We hold Lunch-n-Learns every few weeks and I go to about half of them.
1:30-1:45 Travel back to the client’s office.
1:45-2:45 Retrospective. Retrospectives on my team are amazing. Today we’re retrospecting our last release. I’ve never facilitated a retrospective before, but my goal is to facilitate one this June. We have a nice rhythm and walk away with action items and confidence in the path ahead.
2:45-6 Pair Programming. I get in a few more hours of coding. This afternoon, my pair is Amy, a junior dev who works for the client. I love mentoring and am really excited to have this time to mentor Amy. I’ve been coding about 3 years myself, so at first the idea of mentoring someone else gave me imposter syndrome, but the Stride approach is fluid and allows for flexibility and it’s been a huge career learning experience for me.
6pm: Leave for the Day. It’s been a good day, I throw on my headphones as I head to the subway.
What you’ll be doing

Writing high quality code, and bringing a ‘teach a team to fish’ mentality to your project.
Embed with development teams in some of NYC’s most exciting companies to help them up their game and get stuff done.
Advocate for non-dogmatic Agile software development best practices like Test Driven Development (TDD), Pair Programming, Collective Code Ownership, Continuous Deployment, and Continuous Improvement.
Be part of a cross functional team that includes Striders (likely 2-6 Strider engineers plus a product manager) and client employees (likely engineers and other tech roles).
Work with a variety of tech stacks, and a see a variety of tech teams. We embed with teams who write code in modern tech stacks such as Ruby on Rails, React, Angular, Python, Scala, Java8, Elixir, Node and more.

You’re a fit for Stride if you have:

3+ years of software development experience
Experience in multiple programming languages
Excitement to learn new languages and frameworks
Experience with TDD, story estimation, test writing, and pair programming

What you can expect from us:

Continuous learning on things that you are passionate about
Competitive Pay and Benefits (including Profit Sharing!)
Empowerment to work at a self-defined Sustainable Pace
No travel, all of our clients are located in NYC
$2,000 and up to two weeks of your time for self-directed professional development

",,GitHub
"Thorlabs, Inc.",FPGA Engineer,"Austin, Texas ",https://jobs.github.com/positions/500a45e8-d797-11e8-9589-a611be182446,2018-10-24 14:16:23+00:00,"Join our team and develop the next generation of technology for leading-edge research in the Life Sciences, from Cancer Research to Neuroscience. Thorlabs Scientific imaging based in Austin TX is looking for a talented individual with a strong understanding of FPGA architectures and DSP. Our ideal candidate would enjoy collaborating with a multidisciplinary team comprising of scientific researchers from leading university laboratories, algorithm developers and engineers. Our team is focused on the development of scalable hardware platforms aimed at advancing our laser scanning microscopy systems.
Essential Job Functions include the following, but are not limited to:

Technology transfer from Thorlabs R&D division
Participation in building core technical team
Working with internal customers to finalize product requirements
Development of Field Programmable Gate Arrays including coding, test and functional verification, timing closure, and documentation. Emphasis on timing closure and high-speed hardware data paths.

Qualifications
Experience:

Minimum 5 years of FPGA design experience with 2 years of board-level product commercialization experience
Education:
Minimum Bachelor's degree or equivalent in Electrical Engineering
Specialized Knowledge and Skills:
Demonstrated strong VHDL and/or Verilog skills; logical and physical design, timing closure
Recent design of complex, dense design with Xilinx FPGA design flow and simulation tools
High-speed (GHz) serial and DDR3 implementations
Familiarity with high-speed (GHz) PCB design techniques
Recent design of data-intensive architectures and functional blocks; for example RADAR, LIDAR, or HDTV.
FPGA-based, board-level architecture and design
Demonstrated ability to bring FPGA subsystem from concept through release to manufacturing
Working knowledge of signal processing algorithms, host architectures, and host data storage devices and optimization techniques
Contribute to the development of project timelines and milestones
Assess FPGA technical risk; including analysis, simulation, prototyping, and contingency planning
Design for Test and Manufacturability
Board-level, production test development and implementation
Electronic device commercialization
PCIe Host Adaptor Card design and commercialization experience desired
Imaging Systems experience desired
Digital Signal Processing experience desired

Thorlabs values its diverse environment and is proud to be an Equal Employment Opportunity/Affirmative Action employer. All qualified individuals will receive consideration for employment without regard to race, color, religion, gender, gender identity or expression, sexual orientation, national origin, genetics, disability, age or veteran status. Job descriptions are not intended as and do not create employment contracts. The organization maintains its status as an at-will employer. Employees can be terminated for any reason not prohibited by law.
",,GitHub
